,NGamma,MGamma,TGamma,NTheta,MTheta,TTheta,NSigma,MSigma,TSigma
0,692,1,0.0008070171551666792,15,5,0.13505568008236107,1,0,2.045459375105559
1,819,1,0.0004324382070356583,74,6,0.02234857542440809,1,0,13.38699198261576
2,792,1,0.0004883267145741763,9,13,0.182081699436168,1,0,23.85232564692338
3,541,1,0.0016734026250562798,12,11,0.1531196010250108,1,0,10.021370254943337
4,726,1,0.0007304280392814415,32,6,0.06710094393335987,1,0,10.518630533407453
5,972,1,4.39321748687436e-05,12,6,0.1338868384104795,1,0,6.181674697977141
6,450,1,0.0022692241961734206,9,8,0.20538284337782828,1,0,17.561785940976453
7,327,1,0.004048680659099007,54,5,0.03440397822599239,1,0,8.82488925927017
8,682,1,0.0009242291817423266,24,5,0.07470413273704052,1,0,12.000162610840672
9,404,1,0.0029432898040490183,12,6,0.19391550061606616,1,0,18.603020040517784
10,598,1,0.0012725400879949238,25,2,0.0838281572752522,1,0,7.7671620596907385
11,203,1,0.007504597888949573,5,3,0.4455911462059913,1,0,5.4572183631302105
12,487,1,0.0022395868484682206,30,7,0.07689545117914542,1,0,9.010525101858514
13,838,1,0.00039796918144962537,24,8,0.07275832314754276,1,0,15.888238278070423
14,526,1,0.0018034258824678696,27,8,0.07317645703243876,1,0,4.833570243131656
15,700,1,0.0009076425023152685,12,10,0.14967366797649032,1,0,13.389317191194998
16,593,1,0.0013628751533385376,17,10,0.14042417314374883,1,0,7.295279182247165
17,769,1,0.0005521017890872848,48,6,0.04392499855043386,1,0,4.672179631149861
18,921,1,0.00020020036821363527,108,6,0.017503838726583378,1,0,9.084331903197246
19,468,1,0.0023566740962209145,27,9,0.07154123735979845,1,0,17.309249736632914
20,491,1,0.002040944682908204,13,5,0.1601238294254103,1,0,13.59703120461272
21,503,1,0.0019442247944387603,41,5,0.050718746196255604,1,0,7.911265621872796
22,785,1,0.0005284853119383163,40,10,0.04638385198632638,1,0,11.757149920764668
23,675,1,0.0010255304598119712,53,5,0.038649807365527714,1,0,3.807243298560488
24,699,1,0.0008295573041780751,18,10,0.11155894027471985,1,0,9.625889249659219
25,834,1,0.0003762213446398942,21,10,0.11119786939868918,1,0,14.651507585015098
26,450,1,0.0025218425829050058,14,6,0.15821491547889266,1,0,22.869332420218417
27,351,1,0.0039224986066409276,24,8,0.07597084005487642,1,0,6.191796456483344
28,474,1,0.0023160549839124594,11,9,0.17543943755815833,1,0,15.230878048626888
29,597,1,0.0012325071488287782,22,4,0.07452761923477719,1,0,10.92861236719246
30,199,1,0.008832587573104471,7,7,0.2747190701630487,1,0,11.522138245119
31,885,1,0.0002422361864595149,3,11,0.34201932068646046,1,0,6.781136899197614
32,495,1,0.0019239943736612617,5,9,0.2444269622021442,1,0,12.31422015045435
33,704,1,0.0008496762368667233,34,7,0.05226514896146148,1,0,20.62100591065262
34,522,1,0.0017518137989156047,11,7,0.21154725502375385,1,0,3.8035282814307285
35,809,1,0.0005018182209134336,63,6,0.027053886607864057,1,0,10.326834110914788
36,444,1,0.002736516106002094,28,5,0.0612359183973658,1,0,9.568408435943288
37,307,1,0.004153538678080386,8,8,0.23042435397759223,1,0,6.137866495435741
38,963,1,6.945571447746873e-05,13,5,0.1718819521028185,1,0,12.253436357506258
39,179,1,0.009301668128546822,6,7,0.26968392459150237,1,0,6.317925387792471
40,662,1,0.0010144942962772253,28,8,0.08263069800650241,1,0,4.855677023911269
41,990,1,1.9805148900797763e-05,31,11,0.06429803437325249,1,0,11.380571964958405
42,570,1,0.001539594460039782,12,5,0.1800820528685114,1,0,7.250497491272624
43,946,1,0.0001127265607439612,11,9,0.2086333598190659,1,0,5.620505819763344
44,634,1,0.0011226828627816513,5,5,0.5214083355091158,1,0,3.353008681111063
45,604,1,0.0012635278790502113,18,8,0.10804629942271213,1,0,5.0904581452216595
46,443,1,0.002451525292646343,61,6,0.028228923805841518,1,0,7.012181142088028
47,997,1,7.048992910556804e-06,36,4,0.050252570435348344,1,0,9.422625033884687
48,492,1,0.001995646848336731,9,8,0.23713076959488788,1,0,4.934956554963318
49,635,1,0.0010594821399006864,20,8,0.11823685421029698,1,0,7.3099903011346585
50,843,1,0.00034092697294653765,16,12,0.12381522977537587,1,0,12.639612363097763
51,660,1,0.0009592433533366491,9,11,0.23323075999562826,1,0,10.140897962525685
52,520,1,0.0017211832416714912,15,6,0.14382897341335388,1,0,9.912156427022149
53,706,1,0.0008080034442258002,21,7,0.08900341730905661,1,0,7.859860447685152
54,987,1,2.9850044598993634e-05,91,3,0.018803164271637213,1,0,12.563654434851456
