,NGamma,MGamma,TGamma,NTheta,MTheta,TTheta,NSigma,MSigma,TSigma
0,3,1,0.521958205858082,4,0,0.917101216670086,1,0,3.4434209153808055
1,9,1,0.0052269740940830015,4,3,0.3876622268261217,1,0,9.65385554075496
2,8,1,0.05953652599030706,3,2,0.39502326222621537,1,0,4.260052274897133
3,6,1,0.03893997524582734,1,2,0.8293009051405081,1,0,10.97299251812533
4,9,1,0.02934062216001215,1,4,1.2488615370431018,1,0,5.0996424434836385
5,5,1,0.23439281302840984,2,0,1.1564458500022408,1,0,2.088925951032347
6,5,1,0.2487723139335242,3,0,0.37368214695268426,1,0,1.975001370018144
7,9,1,0.059433663245219925,2,4,0.7523181882773438,1,0,8.996151815392246
8,9,1,0.0036372238813998643,1,5,0.5348203672415759,1,0,3.432831732444864
9,9,1,0.007496671417480016,8,0,0.05311169355366053,1,0,7.142659415552933
10,8,1,0.08262151925521091,1,2,0.823032957259014,1,0,1.5139189458857314
11,9,1,0.009972723390791097,2,4,0.3881426483089513,1,0,7.027076979771368
12,2,1,0.3794665700861124,3,0,0.8692431452817216,1,0,1.8707927072964143
13,2,1,0.3515738266616788,1,1,2.1464896727263914,1,0,5.379666816731298
14,8,1,0.011294295662766109,1,2,0.8052771620684841,1,0,18.277608805094392
15,2,1,0.23814244104656418,2,0,0.9497243426375728,1,0,2.0943275972868456
16,8,1,0.03665662719673973,5,2,0.2411529807858481,1,0,14.909159870840657
17,8,1,0.03361355668150175,5,2,0.13825164907858606,1,0,13.572056041528771
18,7,1,0.014475239193599145,4,2,0.34325917158016417,1,0,4.96410367559563
19,3,1,0.22493605512736908,1,3,1.3304638982807488,1,0,5.216148586703559
20,9,1,0.0036516412387026173,4,2,0.9071159306946573,1,0,19.115143600374143
21,8,1,0.010654536834864333,3,2,0.42378870844769373,1,0,2.7213866867831134
22,9,1,0.03353929666969712,5,2,0.2900439891558859,1,0,11.758954268662187
23,1,1,0.6827629905027478,2,0,0.9452617984610003,1,0,3.1539840652583586
24,3,1,0.5362249864798103,3,0,1.2170450218984576,1,0,4.041056838323952
25,2,1,0.63742274001319,3,0,0.7636984573060881,1,0,1.6261253515909473
26,9,1,0.010763282844144502,3,2,0.5136683746811925,1,0,4.762902759416976
27,6,1,0.20618269936497075,4,2,0.6759197781517008,1,0,10.624211773527259
28,7,1,0.023884790603368934,4,2,0.6044158761674906,1,0,7.098926794402985
29,3,1,0.21678580403567832,2,2,0.5922085946573032,1,0,3.3584754898842313
30,2,1,0.6330639461397438,2,1,1.772113343441638,1,0,14.702129628152067
31,4,1,0.1385017789032357,2,1,0.6121118640110019,1,0,21.845469480971563
32,4,1,0.14102857442487565,4,0,0.3548443602414392,1,0,1.2951879292069128
33,9,1,0.0009706313651847362,4,2,0.2595702769698227,1,0,7.029906111867122
34,9,1,0.006220705670160881,5,2,0.19593867394985204,1,0,15.874410096041565
35,9,1,0.01647443807840638,3,2,0.5292715986166874,1,0,12.828296930197505
36,8,1,0.014781138682866603,2,3,1.5584299222557807,1,0,9.046010687677553
37,8,1,0.020038878927438587,2,3,0.9481234861959913,1,0,2.6627037174574966
38,8,1,0.06057697873099974,5,1,0.3356150595564289,1,0,4.7076508733222715
39,6,1,0.13421147745202194,3,4,0.9493140805414743,1,0,9.29745136757861
40,4,1,0.14621289163486556,3,1,0.5158463977921873,1,0,4.2503679796011715
41,5,1,0.14366970154714304,3,2,0.5612366381484488,1,0,6.628020762742792
42,5,1,0.03731296594695611,6,0,0.04151911401559582,1,0,12.607171513623435
43,8,1,0.10141607027589453,2,2,1.0477287860221083,1,0,6.703137009180968
44,3,1,0.49411468537344916,3,1,0.6702308414467464,1,0,8.061748212877921
45,1,1,0.6706539853755599,1,1,1.7129769760676359,1,0,7.054389951413592
46,8,1,0.013552122409495316,3,2,0.6213791605997395,1,0,9.623029363824351
47,9,1,0.0016261920486400853,2,1,1.251030531974135,1,0,4.3272154688392925
48,8,1,0.031297483176295264,4,1,0.28666189688039423,1,0,5.765719025088435
49,9,1,0.05050565913995671,3,2,0.21309522585893115,1,0,18.633506177042687
50,5,1,0.19510775317006313,2,1,1.9944539763026676,1,0,15.04680641845791
51,9,1,0.0053616807093693365,2,2,0.9706169737310211,1,0,5.927141415915306
52,9,1,0.0014574509779179377,2,2,0.7832482523648009,1,0,3.0026239418743894
53,7,1,0.027591682156846438,2,2,0.5403998642548896,1,0,6.90203965265425
